site,x,y,z,reference_psi,hardware_psi,reference_density,hardware_density,density_error
117,5,6,1,19430.943084716797,19430.943084716801,377561549.16150349,377561549.16150367,1.7881393432617188e-07
118,6,6,1,2873.0222015380859,2873.0222015381,8254256.5705307499,8254256.5705308309,8.1025063991546631e-08
119,7,6,1,-23314.997024536133,-23314.9970245361,543589086.25412869,543589086.25412714,-1.5497207641601562e-06
120,0,7,1,18148.033325195312,18148.033325195302,329351113.57239962,329351113.57239926,-3.5762786865234375e-07
121,1,7,1,-4084.4822082519531,-4084.482208252,16682994.90952675,16682994.909527134,3.8370490074157715e-07
122,2,7,1,3619.5628356933594,3619.5628356933998,13101235.121532552,13101235.121532846,2.9429793357849121e-07
123,3,7,1,-7361.0110321044922,-7361.0110321045004,54184483.414764039,54184483.414764158,1.1920928955078125e-07
124,4,7,1,4550.66650390625,4550.6665039062,20708565.629774332,20708565.629773878,-4.5448541641235352e-07
125,5,7,1,-25676.065536499023,-25676.065536499002,659260341.43459284,659260341.43459177,-1.0728836059570312e-06
126,6,7,1,-14782.821273803711,-14782.8212738037,218531804.81322357,218531804.81322324,-3.2782554626464844e-07
127,7,7,1,-22388.853729248047,-22388.853729248,501260771.30966419,501260771.30966204,-2.1457672119140625e-06
128,0,0,2,-15587.654922485352,-15587.654922485401,242974985.98248181,242974985.98248336,1.5497207641601562e-06
129,1,0,2,-11532.144744873047,-11532.144744873,132990362.41670303,132990362.41670194,-1.0877847671508789e-06
130,2,0,2,-30809.613388061523,-30809.613388061502,949232277.12181985,949232277.12181854,-1.3113021850585938e-06
131,3,0,2,27353.454620361328,27353.454620361299,748211479.66816652,748211479.66816485,-1.6689300537109375e-06
132,4,0,2,31621.521209716797,31621.521209716801,999920603.61656928,999920603.61656952,2.384185791015625e-07
133,5,0,2,-18562.696929931641,-18562.696929931601,344573717.31249356,344573717.31249207,-1.4901161193847656e-06
134,6,0,2,18607.559356689453,18607.5593566895,346241265.21272123,346241265.21272296,1.7285346984863281e-06
135,7,0,2,16836.275772094727,16836.275772094701,283460181.87402385,283460181.87402302,-8.3446502685546875e-07
136,0,1,2,27671.107925415039,27671.107925414999,765690213.81996703,765690213.81996477,-2.2649765014648438e-06
137,1,1,2,12223.429763793945,12223.4297637939,149412235.1904037,149412235.1904026,-1.1026859283447266e-06
138,2,1,2,-21375.957550048828,-21375.957550048799,456931561.18148953,456931561.18148828,-1.2516975402832031e-06
139,3,1,2,585.49586486816406,585.49586486819999,342805.40777771943,342805.40777776152,4.2084138840436935e-08
140,4,1,2,-19362.176788330078,-19362.1767883301,374893889.98254806,374893889.98254889,8.3446502685546875e-07
141,5,1,2,-665.91761779785156,-665.91761779789999,443446.27369356551,443446.27369363001,6.4494088292121887e-08
142,6,1,2,23620.369369506836,23620.3693695068,557921849.15193677,557921849.1519351,-1.6689300537109375e-06
143,7,1,2,-11631.000930786133,-11631.0009307861,135280182.65194789,135280182.65194714,-7.4505805969238281e-07
144,0,2,2,3711.1372222900391,3711.13722229,13772539.482666627,13772539.482666336,-2.905726432800293e-07
145,1,2,2,1785.98486328125,1785.9848632812,3189741.9318697453,3189741.9318695664,-1.7881393432617188e-07
146,2,2,2,14777.865859985352,14777.865859985401,218385319.37572059,218385319.37572205,1.4603137969970703e-06
147,3,2,2,23591.542526245117,23591.542526245099,556560878.76763189,556560878.76763093,-9.5367431640625e-07
148,4,2,2,7602.1936340332031,7602.1936340332004,57793348.049334958,57793348.049334921,-3.7252902984619141e-08
149,5,2,2,-28590.40153503418,-28590.401535034202,817411059.93448472,817411059.93448603,1.3113021850585938e-06
150,6,2,2,6153.3864135742188,6153.3864135741997,37864164.354759783,37864164.354759552,-2.3096799850463867e-07
151,7,2,2,-11794.447219848633,-11794.4472198486,139108985.22179514,139108985.22179437,-7.7486038208007812e-07
152,0,3,2,-15510.27458190918,-15510.2745819092,240568617.60621798,240568617.60621861,6.2584877014160156e-07
153,1,3,2,-20794.792236328125,-20794.7922363281,432423384.15205246,432423384.15205139,-1.0728836059570312e-06
154,2,3,2,3630.4564819335938,3630.4564819336001,13180214.267213646,13180214.267213693,4.6566128730773926e-08
155,3,3,2,3347.5998840332031,3347.5998840331999,11206424.983579114,11206424.983579094,-2.0489096641540527e-08
156,4,3,2,-13091.488815307617,-13091.488815307601,171387079.40132445,171387079.401324,-4.4703483581542969e-07
157,5,3,2,-28347.242111206055,-28347.242111206098,803566135.31133389,803566135.3113364,2.5033950805664062e-06
158,6,3,2,9296.6593627929688,9296.6593627929997,86427875.307806164,86427875.307806745,5.8114528656005859e-07
159,7,3,2,-25271.300262451172,-25271.300262451201,638638616.95496464,638638616.95496619,1.5497207641601562e-06
160,0,4,2,21935.937072753906,21935.937072753899,481185335.25981921,481185335.25981891,-2.9802322387695312e-07
161,1,4,2,-30453.716110229492,-30453.716110229499,927428824.92245126,927428824.92245173,4.76837158203125e-07
162,2,4,2,27836.067413330078,27836.0674133301,774846649.03945673,774846649.03945792,1.1920928955078125e-06
163,3,4,2,29526.097213745117,29526.097213745099,871790416.67552722,871790416.67552614,-1.0728836059570312e-06
164,4,4,2,2464.7855682373047,2464.7855682373001,6075167.8973908927,6075167.8973908704,-2.2351741790771484e-08
165,5,4,2,15038.720474243164,15038.7204742432,226163113.50242054,226163113.50242162,1.0728836059570312e-06
166,6,4,2,-1832.7643585205078,-1832.7643585205001,3359025.1938630883,3359025.1938630603,-2.7939677238464355e-08
167,7,4,2,-14865.442321777344,-14865.4423217773,220981375.42208898,220981375.4220877,-1.2814998626708984e-06
168,0,5,2,11263.785110473633,11263.7851104736,126872855.01492751,126872855.01492678,-7.3015689849853516e-07
169,1,5,2,-6262.7294158935547,-6262.7294158936002,39221779.736698426,39221779.736698993,5.6624412536621094e-07
170,2,5,2,4606.2767639160156,4606.2767639160002,21217785.6257926,21217785.625792459,-1.4156103134155273e-07
171,3,5,2,22825.748931884766,22825.748931884798,521014814.30143851,521014814.30144,1.4901161193847656e-06
172,4,5,2,4263.3112487792969,4263.3112487792996,18175822.803968087,18175822.803968109,2.2351741790771484e-08
173,5,5,2,-1930.4910583496094,-1930.4910583496001,3726795.7263677949,3726795.7263677591,-3.5855919122695923e-08
174,6,5,2,-12973.703735351562,-12973.703735351601,168316988.61267507,168316988.61267608,1.0132789611816406e-06
175,7,5,2,6308.8059844970703,6308.8059844971003,39801032.95002605,39801032.95002643,3.7997961044311523e-07
176,0,6,2,-13077.698959350586,-13077.6989593506,171026210.07139939,171026210.07139978,3.8743019104003906e-07
177,1,6,2,-1116.1743774414062,-1116.1743774414001,1245845.2408567108,1245845.2408566971,-1.3737007975578308e-08
178,2,6,2,-4808.5902862548828,-4808.5902862549001,23122540.541064817,23122540.541064981,1.6391277313232422e-07
179,3,6,2,4853.5896453857422,4853.5896453857004,23557332.445795696,23557332.44579529,-4.0605664253234863e-07
180,4,6,2,-5479.89697265625,-5479.8969726562,30029270.830927134,30029270.830926586,-5.4761767387390137e-07
181,5,6,2,30156.319915771484,30156.319915771499,909403630.86235583,909403630.86235678,9.5367431640625e-07
182,6,6,2,12843.330764770508,12843.330764770501,164951145.1333006,164951145.13330042,-1.7881393432617188e-07
183,7,6,2,26009.667907714844,26009.6679077148,676502824.66961145,676502824.66960919,-2.2649765014648438e-06
184,0,7,2,12230.185638427734,12230.1856384277,149577440.750404,149577440.75040317,-8.3446502685546875e-07
185,1,7,2,-8086.2116088867188,-8086.2116088866997,65386818.183694333,65386818.183694027,-3.0547380447387695e-07
186,2,7,2,-9843.4376373291016,-9843.4376373290997,96893264.519987121,96893264.519987091,-2.9802322387695312e-08
187,3,7,2,12795.105484008789,12795.1054840088,163714724.34691179,163714724.34691206,2.6822090148925781e-07
188,4,7,2,-30152.793258666992,-30152.793258666999,909190941.29991364,909190941.299914,3.5762786865234375e-07
189,5,7,2,-25743.824264526367,-25743.8242645264,662744487.76281655,662744487.76281822,1.6689300537109375e-06
190,6,7,2,11945.124298095703,11945.124298095699,142685994.49695638,142685994.49695629,-8.9406967163085938e-08
191,7,7,2,-11894.657653808594,-11894.657653808599,141482880.70130736,141482880.70130748,1.1920928955078125e-07
192,0,0,3,-20320.264770507812,-20320.264770507802,412913160.34354091,412913160.34354049,-4.1723251342773438e-07
193,1,0,3,-9802.3231353759766,-9802.3231353760002,96085538.850327119,96085538.850327581,4.6193599700927734e-07
194,2,0,3,14567.54345703125,14567.543457031201,212213322.37249398,212213322.37249255,-1.430511474609375e-06
195,3,0,3,-22506.588973999023,-22506.588973999002,506546547.24453443,506546547.24453342,-1.0132789611816406e-06
196,4,0,3,-7364.7088470458984,-7364.7088470459003,54238936.40175613,54238936.401756153,2.2351741790771484e-08
197,5,0,3,10417.703308105469,10417.7033081055,108528542.21571162,108528542.21571226,6.4074993133544922e-07
198,6,0,3,-7768.9204406738281,-7768.9204406737999,60356124.813519627,60356124.813519187,-4.3958425521850586e-07
199,7,0,3,-13753.303146362305,-13753.303146362299,189153347.43573928,189153347.43573913,-1.4901161193847656e-07
200,0,1,3,4785.9326171875,4785.9326171875,22905151.016259193,22905151.016259193,0
201,1,1,3,28593.89958190918,28593.899581909202,817611093.30030596,817611093.30030715,1.1920928955078125e-06
202,2,1,3,26884.462585449219,26884.462585449201,722774328.50841892,722774328.50841796,-9.5367431640625e-07
203,3,1,3,16194.88151550293,16194.881515502901,262274187.30117846,262274187.30117753,-9.2387199401855469e-07
204,4,1,3,4184.6942749023438,4184.6942749023001,17511666.174400453,17511666.174400087,-3.6507844924926758e-07
205,5,1,3,345.09208679199219,345.09208679199998,119088.54836645187,119088.54836645724,5.3696567192673683e-09
206,6,1,3,11920.108062744141,11920.108062744101,142088976.22749788,142088976.22749692,-9.5367431640625e-07
207,7,1,3,11269.95930480957,11269.959304809599,127011982.73206381,127011982.73206447,6.5565109252929688e-07
208,0,2,3,-24527.487716674805,-24527.487716674801,601597653.69163346,601597653.69163322,-2.384185791015625e-07
209,1,2,3,21637.304000854492,21637.304000854499,468172924.42539382,468172924.42539412,2.9802322387695312e-07
210,2,2,3,-19414.623413085938,-19414.623413085901,376927602.27194464,376927602.27194327,-1.3709068298339844e-06
211,3,2,3,9513.3185882568359,9513.3185882567996,90503230.561673045,90503230.561672345,-7.0035457611083984e-07
212,4,2,3,25273.580444335938,25273.580444335901,638753868.47631991,638753868.47631812,-1.7881393432617188e-06
213,5,2,3,23024.078750610352,23024.078750610399,530108202.31430715,530108202.3143093,2.1457672119140625e-06
214,6,2,3,4757.1572418212891,4757.1572418213,22630545.023412734,22630545.023412839,1.0430812835693359e-07
215,7,2,3,-14937.030151367188,-14937.0301513672,223114869.74285245,223114869.74285284,3.8743019104003906e-07
216,0,3,3,-9808.6841278076172,-9808.6841278076008,96210284.319105074,96210284.319104761,-3.1292438507080078e-07
217,1,3,3,-31873.360260009766,-31873.360260009798,1015911094.2643698,1015911094.2643719,2.0265579223632812e-06
218,2,3,3,1513.8796691894531,1513.8796691895,2291831.652785168,2291831.6527853101,1.4202669262886047e-07
219,3,3,3,13051.1953125,13051.1953125,170333699.08502197,170333699.08502197,0
220,4,3,3,14073.433334350586,14073.4333343506,198061525.81641024,198061525.81641066,4.1723251342773438e-07
221,5,3,3,-25482.190124511719,-25482.190124511701,649342013.54176259,649342013.54176164,-9.5367431640625e-07
222,6,3,3,8966.7177124023438,8966.7177124023001,80402026.533909917,80402026.533909142,-7.7486038208007812e-07
223,7,3,3,29106.227767944336,29106.2277679443,847172494.8794539,847172494.87945175,-2.1457672119140625e-06
224,0,4,3,-67.825042724609375,-67.825042724599996,4600.2364205950871,4600.2364205938147,-1.2723830877803266e-09
225,1,4,3,26167.949478149414,26167.9494781494,684761579.89098024,684761579.89097941,-8.3446502685546875e-07
226,2,4,3,-30508.890441894531,-30508.890441894499,930792395.99552345,930792395.99552155,-1.9073486328125e-06
227,3,4,3,13245.298568725586,13245.2985687256,175437934.17468405,175437934.17468444,3.8743019104003906e-07
228,4,4,3,-19911.929870605469,-19911.929870605501,396484951.17191035,396484951.1719116,1.2516975402832031e-06
229,5,4,3,15602.294296264648,15602.294296264599,243431587.30725238,243431587.30725086,-1.5199184417724609e-06
230,6,4,3,4496.3425903320312,4496.3425903320003,20217096.689633761,20217096.689633481,-2.7939677238464355e-07
231,7,4,3,-31325.567092895508,-31325.567092895501,981291153.69149792,981291153.69149745,-4.76837158203125e-07
232,0,5,3,-15581.685607910156,-15581.6856079102,242788926.38375449,242788926.38375586,1.3709068298339844e-06
233,1,5,3,-23372.986877441406,-23372.986877441399,546296515.57304823,546296515.57304788,-3.5762786865234375e-07
234,2,5,3,-16228.735397338867,-16228.7353973389,263371852.59683952,263371852.59684059,1.0728836059570312e-06
235,3,5,3,13676.981292724609,13676.9812927246,187059817.28153893,187059817.28153867,-2.6822090148925781e-07
236,4,5,3,17771.301986694336,17771.3019866943,315819174.30228603,315819174.30228478,-1.2516975402832031e-06
237,5,5,3,29662.725921630859,29662.725921630899,879877309.10179126,879877309.10179365,2.384185791015625e-06
238,6,5,3,-8188.8041534423828,-8188.8041534424001,67056513.463435218,67056513.463435501,2.8312206268310547e-07
239,7,5,3,-23355.954315185547,-23355.9543151855,545500601.97303438,545500601.97303212,-2.2649765014648438e-06
240,0,6,3,-25319.931076049805,-25319.931076049801,641098909.6959126,641098909.69591248,-1.1920928955078125e-07
241,1,6,3,24013.577392578125,24013.5773925781,576651899.18933916,576651899.18933797,-1.1920928955078125e-06
242,2,6,3,14293.503463745117,14293.503463745101,204304241.26809368,204304241.2680932,-4.76837158203125e-07
243,3,6,3,-24870.216094970703,-24870.216094970699,618527648.61053979,618527648.61053967,-1.1920928955078125e-07
244,4,6,3,32381.50505065918,32381.505050659202,1048561869.345866,1048561869.3458674,1.430511474609375e-06
245,5,6,3,-6501.3901824951172,-6501.3901824950999,42268074.305043891,42268074.305043668,-2.2351741790771484e-07
246,6,6,3,11577.255401611328,11577.255401611301,134032842.63413867,134032842.63413805,-6.2584877014160156e-07
247,7,6,3,-4106.2928771972656,-4106.2928771973002,16861641.193320997,16861641.19332128,2.8312206268310547e-07
248,0,7,3,18698.864105224609,18698.864105224598,349647518.82565731,349647518.82565695,-3.5762786865234375e-07
249,1,7,3,1737.796875,1737.796875,3019937.9787597656,3019937.9787597656,0
250,2,7,3,8554.7650756835938,8554.7650756835992,73184005.50013572,73184005.500135824,1.0430812835693359e-07
251,3,7,3,-26133.479949951172,-26133.479949951201,682958774.29449987,682958774.29450142,1.5497207641601562e-06
252,4,7,3,-14624.981597900391,-14624.9815979004,213890086.73892507,213890086.73892534,2.6822090148925781e-07
253,5,7,3,12931.202514648438,12931.202514648399,167215998.47485006,167215998.47484908,-9.8347663879394531e-07
254,6,7,3,10602.391586303711,10602.3915863037,112410707.34932372,112410707.34932348,-2.384185791015625e-07
255,7,7,3,-6793.6770935058594,-6793.6770935059003,46154048.45082622,46154048.450826779,5.5879354476928711e-07
256,0,0,4,-29145.279525756836,-29145.2795257568,849447318.63450062,849447318.63449848,-2.1457672119140625e-06
257,1,0,4,-31900.767868041992,-31900.767868041999,1017658990.5707004,1017658990.5707009,4.76837158203125e-07
258,2,0,4,26363.9716796875,26363.9716796875,695059002.72736454,695059002.72736454,0
